name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,Defending,Physical_Mobility,Finishing_Attacking,Static_Physical_Reactivity,Technique_Creativity,Aggression_Aerial
J. Rodríguez,José Antonio Rodríguez Romero,7/4/1992,26,185.42,84.8,GK,Mexico,74,77,5000000.0,22000.0,Right,1,3,1,Normal,,,,,,13.5,53.2,12.285714285714286,74.0,33.57142857142857,21.0
Lucas Torró,Lucas Torró Marset,7/19/1994,24,190.5,83.0,"CDM,CM",Spain,74,81,7000000.0,22000.0,Right,1,3,2,Lean,13300000.0,,,,,71.5,61.2,52.714285714285715,64.33333333333333,66.85714285714286,70.5
M. Kozáčik,Matúš Kozáčik,12/27/1983,35,193.04,91.2,GK,Slovakia,74,74,2300000.0,1000.0,Right,1,2,1,Normal,5000000.0,,,,,15.25,43.8,13.571428571428571,65.0,31.142857142857142,24.0
D. Livaković,Dominik Livaković,9/2/1995,23,187.96,78.9,GK,Croatia,74,81,6000000.0,1000.0,Right,1,2,1,Normal,14400000.0,,,,,17.0,29.8,11.428571428571429,59.333333333333336,24.714285714285715,19.5
T. Hlatshwayo,Thulani Hlatshwayo,12/18/1989,29,187.96,88.0,"CB,RB",South Africa,74,75,,,Right,1,3,2,Normal,,,,,,75.25,50.2,30.0,71.0,47.57142857142857,77.0
Iuri Medeiros,Iuri José  Picanço Medeiros,7/10/1994,24,175.26,64.0,"RM,RW",Portugal,74,77,7000000.0,10000.0,Left,2,3,4,Lean,,,,,,30.75,75.6,75.85714285714286,57.333333333333336,76.0,56.0
P. De Blasis,Pablo De Blasis,2/4/1988,31,165.1,64.9,"LM,LW,RM",Argentina,74,74,5500000.0,20000.0,Right,1,4,3,Normal,11600000.0,,,,,39.75,84.4,69.71428571428571,67.33333333333333,72.57142857142857,74.0
L. Sobiech,Lasse Sobiech,1/18/1991,28,195.58,88.0,CB,Germany,74,75,5500000.0,17000.0,Right,1,3,2,Lean,8700000.0,,,,,73.0,45.0,42.57142857142857,67.33333333333333,54.142857142857146,78.0
Bebeto,Roberto Jesus Machado Beto Alves,1/1/1990,29,175.26,69.9,RB,Brazil,74,74,4400000.0,10000.0,Right,1,2,3,Normal,9300000.0,,,,,72.25,79.2,50.857142857142854,70.33333333333333,63.142857142857146,65.0
Ivi,Iván López Álvarez,6/29/1994,24,175.26,73.9,"LM,RM,ST",Spain,74,80,7500000.0,18000.0,Right,1,3,3,Normal,,,,,,39.0,77.8,68.71428571428571,67.33333333333333,71.0,54.0
Francis,Francisco Javier Guerrero Martín,3/11/1996,22,175.26,78.0,"RM,RWB,RB",Spain,74,81,8000000.0,17000.0,Right,1,3,3,Normal,18400000.0,,,,,68.25,76.0,57.714285714285715,54.0,66.85714285714286,50.0
C. Zambrano,Carlos Augusto Zambrano Ochandarte,7/10/1989,29,185.42,78.0,CB,Peru,75,76,6000000.0,24000.0,Right,2,3,2,Normal,9500000.0,,,,,74.0,63.0,41.142857142857146,73.0,65.71428571428571,82.5
J. Corona,José de Jesús Corona Rodríguez,1/26/1981,38,182.88,83.9,GK,Mexico,75,75,450000.0,12000.0,Right,2,3,1,Normal,765000.0,Cruz Azul,72.0,GK,1.0,18.0,45.6,13.714285714285714,67.0,32.42857142857143,12.0
Medrán,Álvaro Medrán Just,3/15/1994,24,175.26,71.2,"CM,CDM,CAM",Spain,75,81,9000000.0,26000.0,Right,1,4,3,Lean,,,,,,62.25,65.0,69.42857142857143,63.666666666666664,75.42857142857143,53.0
A. Hansen,André Hansen,12/17/1989,29,187.96,87.1,GK,Norway,75,76,5500000.0,7000.0,Right,1,2,1,Normal,7600000.0,,,,,19.75,41.8,14.142857142857142,68.0,38.857142857142854,22.5
S. Johnstone,Sam Johnstone,3/25/1993,25,193.04,84.8,GK,England,75,80,6500000.0,23000.0,Right,1,3,1,Normal,12800000.0,,,,,19.0,41.0,18.285714285714285,65.0,28.571428571428573,20.5
L. Holtby,Lewis Harry Holtby,9/18/1990,28,175.26,72.1,"CM,CAM",Germany,75,75,7000000.0,15000.0,Left,2,4,3,Lean,11200000.0,,,,,55.75,77.0,70.28571428571429,75.66666666666667,76.0,57.5
T. Serero,Thulani Serero,4/11/1990,28,172.72,68.0,"CM,CDM",South Africa,75,75,6500000.0,15000.0,Right,1,4,3,Lean,9800000.0,,,,,68.75,83.2,52.285714285714285,58.666666666666664,71.28571428571429,57.0
D. Lukebakio,Dodi Lukebakio,9/24/1997,21,187.96,77.1,"RM,ST",Belgium,75,82,9500000.0,34000.0,Left,1,4,4,Lean,,,,,,25.25,76.6,68.28571428571429,70.33333333333333,71.14285714285714,29.5
Sergi Guardiola,Sergio Guardiola Navarro,5/29/1991,27,187.96,77.1,ST,Spain,75,76,8000000.0,21000.0,Left,1,3,3,Normal,18200000.0,,,,,24.25,59.4,69.71428571428571,69.0,65.57142857142857,70.5
M. Schnatterer,Marc Schnatterer,11/18/1985,33,154.94,74.8,"RM,LM",Germany,75,75,5000000.0,14000.0,Right,1,4,3,Lean,8000000.0,,,,,36.5,74.6,76.85714285714286,65.0,74.42857142857143,38.0
Paulo Oliveira,Paulo André Rodrigues Oliveira,1/8/1991,28,187.96,82.1,CB,Portugal,75,77,6500000.0,20000.0,Right,1,2,2,Lean,14100000.0,,,,,73.75,62.0,32.42857142857143,79.0,60.0,74.0
M. Cornet,Maxwel Cornet,9/27/1996,22,152.4,68.9,"RW,LW,RM,ST",Ivory Coast,75,80,9000000.0,41000.0,Left,1,5,3,Normal,17800000.0,,,,,32.25,83.0,70.0,69.33333333333333,69.28571428571429,63.0
A. Solari,Augusto Jorge Mateo Solari,1/3/1992,27,175.26,68.9,"RM,LM",Argentina,75,75,7000000.0,20000.0,Right,1,4,3,Lean,9800000.0,,,,,57.75,84.2,63.0,78.0,71.42857142857143,63.0
Guilherme,Guilherme Costa Marques,5/21/1991,27,175.26,69.9,"RM,CAM",Brazil,75,75,7000000.0,6000.0,Left,1,3,4,Stocky,,,,,,52.5,85.8,62.285714285714285,70.0,72.0,58.5
Sergio Álvarez,Sergio Álvarez Díaz,1/23/1992,27,182.88,73.9,"CDM,CM",Spain,75,78,7000000.0,20000.0,Right,1,3,3,Lean,15200000.0,,,,,71.25,71.4,59.142857142857146,74.33333333333333,74.42857142857143,66.5
F. Ricca,Federico Ricca Rostagnol,12/1/1994,24,152.4,73.0,LB,Uruguay,75,80,7500000.0,8000.0,Left,1,3,2,Normal,12600000.0,,,,,75.25,69.8,39.57142857142857,63.666666666666664,57.285714285714285,75.0
L. González Pirez,Leandro Martín González Pírez,2/26/1992,27,185.42,79.8,CB,Argentina,75,78,7000000.0,8000.0,Right,1,3,2,Normal,11000000.0,,,,,74.5,69.6,48.0,73.66666666666667,68.85714285714286,74.5
C. Luyindama,Christian  Luyindama Nekadio,1/8/1994,25,190.5,91.2,"CB,CDM",DR Congo,75,79,7500000.0,13000.0,Right,1,2,2,Normal,,,,,,71.5,63.2,28.142857142857142,76.0,60.857142857142854,82.5
A. Lookman,Ademola Lookman,10/20/1997,21,175.26,78.0,"LM,LW,RM",England,75,86,11500000.0,54000.0,Right,1,4,3,Lean,24200000.0,,,,,26.5,81.4,66.0,60.666666666666664,72.0,57.0
Lekue,Iñigo Lekue Martínez,5/4/1993,25,154.94,72.1,"RB,LW,LB,RW",Spain,75,77,6500000.0,19000.0,Right,1,3,3,Lean,14100000.0,,,,,69.5,79.2,60.714285714285715,73.33333333333333,69.71428571428571,64.5
P. Lasne,Paul Lasne,1/16/1989,30,185.42,77.1,"CM,CDM,LWB",France,75,75,6500000.0,25000.0,Left,1,3,3,Lean,12400000.0,,,,,72.5,69.0,68.28571428571429,74.0,75.0,68.5
M. Terrier,Martin Terrier,3/4/1997,22,182.88,73.0,"LW,ST,LM",France,75,85,11000000.0,41000.0,Right,1,3,4,Lean,23100000.0,,,,,31.5,74.0,65.28571428571429,69.0,74.57142857142857,55.5
D. González,Diego Hernán González,2/9/1988,31,154.94,78.0,CM,Argentina,75,75,6000000.0,21000.0,Right,1,3,3,Normal,10200000.0,,,,,69.25,71.0,58.42857142857143,74.0,73.57142857142857,74.0
Carles Gil,Carles Gil Pareja,11/2/1992,26,170.18,64.9,"CAM,RM",Spain,75,76,8000000.0,8000.0,Left,2,4,4,Lean,12600000.0,,,,,39.5,69.2,68.85714285714286,63.0,73.85714285714286,37.5
Titi,Cristian Chagas Tarouco,3/12/1988,30,187.96,83.0,CB,Brazil,75,75,4900000.0,22000.0,Left,1,3,2,Stocky,9900000.0,,,,,77.5,42.0,43.714285714285715,67.66666666666667,53.57142857142857,78.0
Y. Osorio,Yordan Hernando Osorio Paredes,5/10/1994,24,187.96,83.9,CB,Venezuela,75,82,8000000.0,10000.0,Right,1,2,2,Normal,,Vitória Guimarães,74.0,RCB,24.0,72.5,54.4,31.857142857142858,76.66666666666667,50.0,79.0
T. Mangani,Thomas Mangani,4/29/1987,31,182.88,78.9,CM,France,75,75,5500000.0,22000.0,Left,2,3,3,Normal,11000000.0,,,,,71.25,65.6,70.71428571428571,70.33333333333333,75.57142857142857,69.0
D. Mbokani,Dieumerci Mbokani Bezua,11/22/1985,33,185.42,73.0,ST,DR Congo,75,75,5500000.0,14000.0,Right,2,3,3,Normal,8300000.0,,,,,32.5,68.4,65.28571428571429,78.33333333333333,70.14285714285714,73.0
Z. Labyad,Zakaria Labyad,3/9/1993,25,175.26,64.9,"CAM,LW",Morocco,75,78,8500000.0,16000.0,Right,1,5,4,Normal,12500000.0,,,,,33.25,75.4,75.0,65.0,75.85714285714286,40.5
N. Stanciu,Nicolae Claudiu Stanciu,5/7/1993,25,170.18,71.2,"CAM,RM,CM",Romania,75,80,9000000.0,33000.0,Right,1,4,3,Normal,16000000.0,Al Ahli,72.0,LCM,71.0,31.75,72.2,72.14285714285714,64.66666666666667,73.71428571428571,63.0
H. Soudani,Hillel El Arbi Soudani,11/25/1987,31,152.4,74.8,"ST,LM,CAM",Algeria,75,75,6500000.0,49000.0,Left,1,4,4,Stocky,12400000.0,,,,,38.25,68.4,70.71428571428571,72.33333333333333,72.14285714285714,72.5
José Cañas,José Alberto Cañas Ruiz-Herrera,5/27/1987,31,152.4,68.9,"CDM,CM",Spain,75,75,4500000.0,1000.0,Right,1,3,2,Normal,9400000.0,,,,,74.5,61.2,46.714285714285715,69.0,65.0,67.0
H. Medunjanin,Haris Medunjanin,3/8/1985,34,187.96,76.2,"CM,CDM",Bosnia Herzegovina,75,75,3900000.0,9000.0,Left,2,4,4,Normal,5900000.0,,,,,63.25,59.8,72.42857142857143,72.33333333333333,76.85714285714286,58.5
R. Rodelin,Ronny Rodelin,11/18/1989,29,193.04,82.1,"ST,CAM",France,75,75,7000000.0,25000.0,Right,1,3,3,Lean,14000000.0,,,,,36.75,68.0,70.85714285714286,76.33333333333333,72.28571428571429,61.0
Kaimo Lima,Kauê Enaldo Lima Rodrigues,2/29/1984,35,187.96,77.1,"CB,CDM,LB",Brazil,75,75,2000000.0,24000.0,Left,1,3,2,Lean,3800000.0,,,,,74.0,66.8,61.714285714285715,74.66666666666667,71.71428571428571,71.5
D. Türüç,Deniz Türüç,1/29/1993,26,152.4,72.1,"RM,CAM",Turkey,75,76,8000000.0,14000.0,Left,1,4,4,Normal,16600000.0,,,,,57.75,77.8,70.42857142857143,65.33333333333333,76.85714285714286,54.5
Rubén Pardo,Rubén Pardo Gutiérrez,10/22/1992,26,154.94,68.9,"CM,CAM,CDM",Spain,75,78,8000000.0,24000.0,Right,2,4,3,Lean,17400000.0,,,,,63.75,66.0,66.71428571428571,65.66666666666667,74.71428571428571,53.0
J. Hernández,Juan Camilo Hernández,4/22/1999,19,175.26,73.0,"ST,RM",Colombia,75,82,9000000.0,26000.0,Right,1,4,3,Stocky,,Colombia,79.0,SUB,14.0,34.25,79.0,69.42857142857143,74.0,66.85714285714286,67.0
P. Retsos,Panagiotis Retsos,8/9/1998,20,185.42,81.2,"CB,RB,LB",Greece,75,85,9000000.0,19000.0,Right,1,3,2,Lean,17100000.0,,,,,74.75,68.0,30.714285714285715,73.33333333333333,60.714285714285715,69.5
E. Paredes,Esteban Paredes,8/1/1980,38,152.4,82.1,ST,Chile,75,75,2400000.0,7000.0,Left,2,3,3,Normal,3300000.0,Colo-Colo,71.0,RS,7.0,29.5,67.8,74.14285714285714,74.66666666666667,69.85714285714286,62.5
V. Janssen,Vincent Janssen,6/15/1994,24,182.88,88.0,ST,Netherlands,75,78,8500000.0,64000.0,Left,2,4,3,Normal,16400000.0,,,,,25.75,59.8,66.0,74.33333333333333,68.28571428571429,76.0
F. Bachirou,Fouad Bachirou,4/15/1990,28,170.18,64.9,"CDM,CM",Comoros,75,75,5500000.0,8000.0,Right,1,3,3,Normal,7200000.0,,,,,71.5,83.4,49.285714285714285,72.0,67.71428571428571,64.0
A. Hurtado,Avilés Hurtado,4/20/1987,31,170.18,64.9,"ST,LW,RW,CAM",Colombia,75,75,6000000.0,44000.0,Right,2,4,3,Lean,9600000.0,,,,,44.75,84.8,68.57142857142857,72.33333333333333,71.42857142857143,63.0
D. Glushakov,Denis Glushakov,1/27/1987,32,154.94,79.8,"CDM,CM",Russia,75,75,4500000.0,1000.0,Right,1,3,3,Normal,9400000.0,,,,,71.25,73.0,67.85714285714286,75.33333333333333,77.14285714285714,69.5
D. Gray,Demarai Gray,6/28/1996,22,154.94,73.9,"LM,CF",England,75,82,9500000.0,47000.0,Right,1,3,4,Lean,20000000.0,,,,,29.25,82.2,63.42857142857143,60.0,71.71428571428571,36.0
R. Saravia,Renzo Saravia,6/16/1993,25,175.26,74.8,RB,Argentina,75,80,7500000.0,17000.0,Right,1,2,3,Normal,11100000.0,Racing Club,75.0,RB,26.0,72.5,82.2,47.714285714285715,73.66666666666667,61.857142857142854,69.5
C. Taylor,Charlie Taylor,9/18/1993,25,185.42,69.9,LB,England,75,78,7000000.0,36000.0,Left,1,2,3,Normal,13800000.0,,,,,74.75,72.0,55.57142857142857,71.33333333333333,69.0,72.5
Kwon Chang Hoon,권창훈 权昶勋,6/30/1994,24,175.26,69.9,"RM,CM",Korea Republic,75,79,8500000.0,13000.0,Left,1,3,4,Normal,17600000.0,,,,,52.25,76.4,68.14285714285714,59.666666666666664,75.0,68.0
T. Klose,Timm Klose,5/9/1988,30,193.04,87.1,CB,Switzerland,75,75,4900000.0,25000.0,Right,1,3,2,Lean,9400000.0,Switzerland,77.0,SUB,20.0,74.75,43.2,32.857142857142854,72.33333333333333,58.42857142857143,77.0
D. Rodríguez,Diego Martín Rodríguez Berrini,9/4/1989,29,170.18,64.9,"CDM,CM",Uruguay,75,75,5500000.0,20000.0,Right,1,3,2,Normal,9400000.0,,,,,76.75,69.8,54.42857142857143,72.66666666666667,67.85714285714286,71.0
M. Fernández,Matías Ariel Fernández Fernández,5/15/1986,32,152.4,72.1,"CM,CAM",Chile,75,75,5000000.0,5000.0,Right,2,4,5,Lean,7000000.0,Junior FC,72.0,SUB,18.0,58.5,72.0,72.85714285714286,65.66666666666667,77.71428571428571,50.0
A. Elis,Alberth Elis,2/12/1996,23,154.94,77.1,"RM,RW,ST",Honduras,75,82,9500000.0,8000.0,Right,1,4,4,Lean,16200000.0,,,,,26.25,79.0,65.71428571428571,73.0,69.85714285714286,66.5
M. Vargas,Matías Vargas,5/8/1997,21,167.64,66.2,"LW,CAM",Argentina,75,86,11500000.0,13000.0,Right,1,3,4,Normal,19600000.0,,,,,38.0,87.4,63.57142857142857,58.333333333333336,74.14285714285714,42.0
G. Herrera,Guido Herrera,2/29/1992,27,187.96,83.9,GK,Argentina,75,78,6000000.0,12000.0,Left,1,2,1,Normal,9500000.0,,,,,21.0,46.6,17.142857142857142,63.0,24.285714285714285,23.5
Tarantini,Ricardo José Vaz Alves Monteiro,10/7/1983,35,187.96,78.0,"CM,CDM",Portugal,75,75,3200000.0,10000.0,Right,1,3,3,Lean,6800000.0,,,,,69.5,53.2,66.57142857142857,75.0,75.85714285714286,76.0
F. Uduokhai,Felix Uduokhai,9/9/1997,21,193.04,78.0,CB,Germany,75,83,8500000.0,25000.0,Left,1,3,2,Lean,16200000.0,,,,,74.5,65.0,32.0,73.33333333333333,60.857142857142854,73.0
Y. Sankharé,Younousse Sankharé,9/10/1989,29,182.88,79.8,CM,Senegal,75,75,6500000.0,37000.0,Left,2,3,3,Normal,13000000.0,,,,,71.5,66.0,64.14285714285714,73.66666666666667,74.71428571428571,79.5
Pedraza,Alfonso Pedraza Sag,4/9/1996,22,182.88,73.0,"LM,LB,LWB",Spain,75,80,9000000.0,24000.0,Left,1,2,3,Lean,19600000.0,,,,,61.25,73.2,64.85714285714286,67.66666666666667,71.71428571428571,62.0
A. Martín Arias,Alexis Martín Arias,7/4/1992,26,185.42,78.9,GK,Argentina,75,80,6500000.0,11000.0,Right,1,3,1,Normal,10200000.0,,,,,20.25,46.2,17.0,67.33333333333333,24.571428571428573,19.5
Rodrigo Ely,Rodrigo Ely,11/3/1993,25,187.96,83.0,CB,Brazil,75,79,7500000.0,17000.0,Right,1,2,2,Lean,16300000.0,,,,,74.75,58.2,23.714285714285715,78.66666666666667,50.42857142857143,74.0
D. Boyata,Anga Dedryck Boyata,11/28/1990,28,187.96,86.2,CB,Belgium,75,77,6500000.0,42000.0,Right,1,3,2,Normal,12200000.0,,,,,72.25,67.2,26.857142857142858,76.66666666666667,54.714285714285715,76.5
Rubén Pérez,Rubén Salvador Pérez del Mármol,4/26/1989,29,152.4,73.0,"CDM,CM",Spain,75,75,5000000.0,26000.0,Right,1,3,2,Normal,10500000.0,,,,,71.0,61.2,51.42857142857143,72.0,72.42857142857143,71.5
M. Valdifiori,Mirko Valdifiori,4/21/1986,32,185.42,71.2,"CDM,CM",Italy,75,75,3800000.0,13000.0,Right,2,3,4,Lean,6900000.0,,,,,69.5,57.8,60.285714285714285,67.0,77.57142857142857,70.5
Lafortiscinho,Erick Sebastião Laforte Medeiros,2/29/1992,27,152.4,74.8,LB,Brazil,75,75,5500000.0,20000.0,Left,1,3,3,Normal,10500000.0,,,,,74.0,79.0,60.285714285714285,67.66666666666667,66.0,73.5
V. Lazaro,Valentino Lazaro,3/24/1996,22,152.4,74.8,"RB,RM,CAM,LM",Austria,75,80,7500000.0,20000.0,Right,1,3,4,Normal,13300000.0,Austria,77.0,RM,22.0,70.25,80.4,71.0,65.33333333333333,76.0,56.0
S. Francis,Simon Francis,2/16/1985,34,187.96,89.8,"CB,RB",England,75,75,2700000.0,49000.0,Right,1,4,2,Normal,5100000.0,,,,,75.25,53.4,46.57142857142857,72.33333333333333,68.71428571428571,73.5
F. Jara,Franco Daniel Jara,7/15/1988,30,154.94,77.1,ST,Argentina,75,75,6500000.0,31000.0,Right,1,3,3,Normal,11100000.0,,,,,26.25,73.6,69.71428571428571,68.33333333333333,71.28571428571429,66.0
M. Gulde,Manuel Gulde,2/12/1991,28,182.88,78.0,CB,Germany,75,75,5500000.0,21000.0,Right,1,2,2,Normal,9900000.0,,,,,77.25,65.8,41.142857142857146,76.33333333333333,57.0,70.0
Sequeira,Nuno Miguel Ribeiro da Cruz Jerónimo Sequeira,8/19/1990,28,182.88,78.9,LB,Portugal,75,75,5500000.0,13000.0,Left,1,3,3,Normal,11000000.0,,,,,75.0,70.0,61.285714285714285,68.66666666666667,66.14285714285714,69.5
M. Ødegaard,Martin Ødegaard,12/17/1998,20,152.4,68.0,"RW,CAM",Norway,75,84,10000000.0,59000.0,Left,1,4,5,Lean,,Norway,75.0,SUB,11.0,37.25,73.2,64.42857142857143,51.0,75.14285714285714,35.0
João Teixeira,João Carlos Vilaça Teixeira,1/18/1993,26,152.4,76.2,"CAM,LM",Portugal,75,78,8500000.0,10000.0,Right,1,3,3,Normal,18500000.0,,,,,34.25,71.6,60.42857142857143,64.0,72.28571428571429,44.0
Rochina,Rubén  Rochina Naixes,3/23/1991,27,182.88,76.2,"RM,CAM,CM",Spain,75,75,7000000.0,22000.0,Left,1,2,4,Lean,14700000.0,,,,,50.25,70.6,72.71428571428571,69.66666666666667,75.42857142857143,59.5
N. Vlašić,Nikola Vlašić,10/4/1997,21,152.4,78.9,"RM,CAM",Croatia,75,84,10500000.0,1000.0,Right,1,4,3,Normal,25200000.0,,,,,43.0,76.0,65.28571428571429,64.66666666666667,73.85714285714286,64.0
A. Romao,Jacques-Alaixys Romao,1/18/1984,35,154.94,73.9,CDM,Togo,75,75,2000000.0,17000.0,Right,2,3,3,Normal,4000000.0,,,,,74.75,65.6,51.142857142857146,76.66666666666667,70.0,79.0
W. Hoedt,Wesley Hoedt,3/6/1994,25,187.96,77.1,CB,Netherlands,75,79,7500000.0,33000.0,Left,2,3,2,Lean,,,,,,74.25,51.6,39.57142857142857,75.0,65.57142857142857,78.5
Rubén Castro,Rubén Castro Martín,6/27/1981,37,170.18,68.0,"ST,CF",Spain,75,75,2400000.0,10000.0,Right,2,3,3,Normal,3800000.0,,,,,24.75,73.4,73.57142857142857,70.0,68.71428571428571,60.5
R. Bensebaini,Ramy Bensebaini,4/16/1995,23,185.42,74.8,"LB,CB",Algeria,75,79,7000000.0,23000.0,Left,2,3,3,Lean,13800000.0,,,,,74.5,66.8,47.857142857142854,77.66666666666667,65.0,79.0
R. Ghezzal,Rachid Ghezzal,5/9/1992,26,182.88,69.9,"RM,RW",Algeria,75,76,8000000.0,54000.0,Left,2,3,4,Lean,15800000.0,,,,,24.75,72.2,70.57142857142857,60.666666666666664,74.28571428571429,53.0
J. Gondorf,Jérôme Gondorf,6/26/1988,30,175.26,78.0,"CM,CDM",Germany,75,75,6000000.0,23000.0,Right,2,4,3,Normal,10800000.0,,,,,69.25,76.2,66.14285714285714,77.33333333333333,73.71428571428571,71.0
F. Helander,Filip Helander,4/22/1993,25,193.04,83.9,CB,Sweden,75,77,7000000.0,25000.0,Left,1,1,2,Lean,12400000.0,Sweden,76.0,SUB,14.0,77.25,53.8,30.142857142857142,73.0,53.142857142857146,77.0
V. Claesson,Viktor Claesson,1/2/1992,27,182.88,78.9,"CAM,LM,CM",Sweden,75,76,,,Right,1,3,3,Normal,,,,,,42.5,74.6,68.42857142857143,62.666666666666664,73.85714285714286,54.0
R. Ibarra,Alex Renato Ibarra Mina,1/20/1991,28,175.26,68.9,RM,Ecuador,75,75,7000000.0,52000.0,Right,1,3,3,Normal,11900000.0,Club América,74.0,RM,30.0,52.75,84.4,61.57142857142857,68.66666666666667,69.28571428571429,60.0
Mosquera,Pedro Mosquera Parada,4/21/1988,30,182.88,76.2,"CDM,CM",Spain,75,75,4900000.0,10000.0,Left,2,3,3,Lean,7900000.0,,,,,72.5,62.0,63.0,69.33333333333333,70.57142857142857,70.5
J. Figal,Jorge Figal,4/3/1994,24,154.94,64.0,"CB,RB",Argentina,75,81,8000000.0,15000.0,Right,1,3,3,Normal,12800000.0,,,,,73.25,72.2,37.285714285714285,76.0,67.71428571428571,74.5
F. Magnanelli,Francesco Magnanelli,11/12/1984,34,154.94,78.9,CDM,Italy,75,75,2700000.0,40000.0,Right,2,3,2,Normal,4900000.0,,,,,77.0,65.6,57.714285714285715,65.66666666666667,70.14285714285714,73.0
Mexer,Edson André Sitoe,9/8/1988,30,187.96,78.9,CB,Mozambique,75,75,5000000.0,28000.0,Right,2,3,2,Lean,9500000.0,,,,,74.25,64.6,45.857142857142854,74.0,61.857142857142854,76.5
C. Maggio,Christian Maggio,2/11/1982,37,182.88,78.9,RB,Italy,75,75,775000.0,4000.0,Right,2,2,3,Normal,1200000.0,,,,,72.75,72.2,67.42857142857143,79.66666666666667,72.0,73.0
S. İnan,Selçuk İnan,2/10/1985,34,182.88,73.9,"CM,CDM",Turkey,75,75,3900000.0,47000.0,Right,2,3,3,Lean,7400000.0,,,,,63.75,56.8,74.71428571428571,67.0,77.57142857142857,60.5
Melero,Gonzalo Julián Melero Manzanares,1/2/1994,25,182.88,77.1,"CDM,CM,CAM",Spain,75,81,8000000.0,17000.0,Right,1,3,3,Normal,19200000.0,,,,,73.75,64.2,68.85714285714286,70.0,72.0,72.0
D. Bocanegra,Daniel Eduardo Bocanegra Ortíz,4/23/1987,31,182.88,76.2,"RB,CB,CM",Colombia,75,75,4400000.0,6000.0,Right,1,2,2,Lean,6100000.0,,,,,73.0,69.0,58.42857142857143,76.33333333333333,66.28571428571429,74.0
P. Hurtado,Christopher Paolo César Hurtado Huertas,7/27/1990,28,175.26,72.1,CAM,Peru,75,75,7000000.0,18000.0,Right,1,4,4,Normal,14000000.0,Peru,73.0,SUB,7.0,38.75,75.2,70.57142857142857,69.66666666666667,74.0,57.0
K. Fofana,Konan Gilles Fofana,2/29/1992,27,187.96,81.2,ST,Ivory Coast,75,75,,,Right,1,3,3,Normal,,,,,,36.5,68.4,70.0,72.66666666666667,72.71428571428571,69.5
Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,2/29/1984,35,190.5,88.0,GK,Brazil,75,75,2700000.0,20000.0,Right,1,2,1,Normal,5100000.0,Brazil,81.0,SUB,22.0,16.25,37.0,9.857142857142858,73.33333333333333,32.42857142857143,23.0
K. Traoré,Kouamé Konan Traoré,2/29/1992,27,152.4,74.8,"CAM,CM",Ivory Coast,75,75,,,Left,1,3,4,Normal,,,,,,33.0,74.6,68.57142857142857,59.666666666666664,72.14285714285714,54.0
M. Wakaso,Mubarak Wakaso,7/25/1990,28,170.18,72.1,"CM,LM,RM",Ghana,75,75,7000000.0,22000.0,Left,1,2,3,Stocky,14700000.0,,,,,74.0,84.2,61.42857142857143,78.66666666666667,74.14285714285714,67.5
S. Serdar,Suat Serdar,4/11/1997,21,182.88,74.8,"CM,CDM,CAM",Germany,75,82,9500000.0,20000.0,Right,1,3,3,Normal,18100000.0,,,,,70.25,70.0,54.0,73.0,73.71428571428571,74.0
C. Davies,Curtis  Davies,3/15/1985,33,187.96,88.9,CB,England,75,75,2700000.0,36000.0,Right,2,3,2,Normal,5100000.0,,,,,75.75,58.4,32.57142857142857,77.0,55.42857142857143,72.5
J. Alonso,Junior Alonso,2/9/1993,26,182.88,82.1,"CB,LB",Paraguay,75,80,7500000.0,25000.0,Left,1,3,2,Normal,,Boca Juniors,76.0,LB,6.0,72.5,68.4,46.285714285714285,75.66666666666667,64.14285714285714,76.0
Hernâni,Hernâni Jorge Santos Fortes,8/20/1991,27,152.4,68.9,"RM,LM",Portugal,75,75,7000000.0,13000.0,Left,2,2,4,Lean,14000000.0,,,,,25.25,80.0,67.42857142857143,64.66666666666667,70.71428571428571,48.5
N. Roux,Nolan Roux,3/1/1988,31,182.88,78.0,"ST,LM",France,75,75,6500000.0,24000.0,Right,2,1,2,Normal,13000000.0,,,,,30.25,70.6,69.85714285714286,74.66666666666667,69.0,67.0
Ricardo Ferreira,Ricardo José Araújo Ferreira,11/25/1992,26,190.5,76.2,CB,Portugal,75,79,7000000.0,12000.0,Right,1,2,2,Lean,14500000.0,,,,,77.75,50.4,34.285714285714285,64.0,53.42857142857143,76.5
K. Ayhan,Kaan Ayhan,11/10/1994,24,182.88,83.9,"CB,CDM",Turkey,75,79,7500000.0,22000.0,Right,1,4,3,Normal,14100000.0,Turkey,76.0,SUB,18.0,74.5,66.0,57.142857142857146,79.33333333333333,71.42857142857143,72.0
M. Bizot,Marco Bizot,3/10/1991,27,193.04,84.8,GK,Netherlands,75,78,5500000.0,11000.0,Right,1,2,1,Normal,8700000.0,Netherlands,81.0,SUB,23.0,13.5,42.8,18.0,68.33333333333333,34.0,27.5
